Species.name.standardized.TPL.2016,Leaf.Area..mm2.,Nmass..mg.g.,LMA..g.m2.,Plant.Height..m.,Seed.Mass..mg.,SSD.combined..mg.mm3.,Accepted_name_TNRS2022,coment,growth_form,growthform_source
Austrocedrus chilensis,7,10.9,196.078,22.34,10.46,0.48,Austrocedrus chilensis,original_Diaz,tree,GIFT
Avena barbata,119,21.336,52.15,0.494,7.2355,0.215,Avena barbata,original_Diaz,herb,GIFT
Avena fatua,5179.67,28.3,50.717,0.819,14.8294,0.207,Avena fatua,original_Diaz,herb,GIFT
Avena sativa,4344.5,50.3,49.804,0.958,31.9584,0.171,Avena sativa,original_Diaz,herb,GIFT
Avena sterilis,1204.13,21.823,42.529,0.574,19.3508,0.187,Avena sterilis,original_Diaz,herb,GIFT
Avicennia germinans,1099.56,18,132.138,9.14,10120,0.773,Avicennia germinans,original_Diaz,tree,GIFT
Azadirachta indica,675,28.59,79.051,15,232.7575,0.624,Azadirachta indica,original_Diaz,tree,GIFT
Baccharis pilularis,155.56,23.918,96.959,3.331,0.0856,0.59,Baccharis pilularis,original_Diaz,shrub,GIFT
Banksia integrifolia,3019,9,215.517,24.865,14.2614,0.48,Banksia integrifolia,original_Diaz,tree,GIFT
Banksia marginata,273.57,8.21,186.377,5.692,8.1662,0.46,Banksia marginata,original_Diaz,shrub,GIFT
Baptisia alba,518.88,22.3,60.184,1.49,16.2425,0.268,Baptisia alba,original_Diaz,herb,GIFT
Bartsia alpina,185.88,20.522,60.383,0.157,0.2916,0.195,Bartsia alpina,original_Diaz,herb,GIFT
Bassia prostrata,440.5,30.083,51.64,0.342,0.44,0.257,Bassia prostrata,original_Diaz,shrub,GIFT
Bassia scoparia,44.62,33.628,37.444,0.973,1.0959,0.192,Bassia scoparia,original_Diaz,herb,GIFT
Batocarpus amazonicus,7248.37,24,61.665,22.361,378.15,0.505,Batocarpus amazonicus,original_Diaz,tree,GIFT
Bauhinia variegata,3019,30.1,76.22,10.392,273.0509,0.648,Bauhinia variegata,original_Diaz,tree,GIFT
Beckwithia glacialis,259.8,33.77,69.454,0.077,0.31,0.17,Ranunculus glacialis,original_Diaz,herb,GIFT
Beilschmiedia pendula,6596.93,17.487,110.473,25.802,4037.2682,0.518,Beilschmiedia pendula,original_Diaz,tree,GIFT
Bellidastrum michelii,1095.5,25.61,42.978,0.129,0.21,0.159,Aster bellidiastrum,original_Diaz,herb,GIFT
Bellis perennis,358.55,25.006,33.088,0.053,0.1207,0.103,Bellis perennis,original_Diaz,herb,GIFT
Berberis vulgaris,380.87,22.554,78.42,1.866,13.7885,0.738,Berberis vulgaris,original_Diaz,shrub,GIFT
Berteroa incana,152.2,18.763,49.669,0.445,0.597,0.215,Berteroa incana,original_Diaz,herb,GIFT
Bertholletia excelsa,13723.57,26.7,91.334,48.861,6500,0.634,Bertholletia excelsa,original_Diaz,tree,GIFT
Berula erecta,3491.93,40.266,27.786,0.833,0.5569,0.142,Berula erecta,original_Diaz,herb,GIFT
Betula alleghaniensis,3174.32,20.952,29.133,29.044,0.8352,0.66,Betula alleghaniensis,original_Diaz,tree,GIFT
Betula lenta,4153.06,26.872,47.62,23.542,0.7017,0.71,Betula lenta,original_Diaz,tree,GIFT
Betula nigra,2167,22.733,84.746,25.781,1.2067,0.51,Betula nigra,original_Diaz,tree,GIFT
Betula papyrifera,2536.38,23.834,63.584,14.698,0.3278,0.56,Betula papyrifera,original_Diaz,tree,GIFT
Betula pendula,1135.68,25.138,69.708,12.025,0.6869,0.613,Betula pendula,original_Diaz,tree,GIFT
Betula platyphylla,1223.89,23.469,66.25,25.717,0.1549,0.512,Betula pendula subsp. mandshurica,original_Diaz,tree,GIFT
Betula populifolia,1078.71,19.732,62.741,8.699,0.0845,0.55,Betula populifolia,original_Diaz,tree,GIFT
Betula pubescens,1327.98,18.86,71.448,12.589,0.2045,0.519,Betula pubescens,original_Diaz,tree,GIFT
Betula utilis,3000,25.181,58.005,20,0.4042,0.574,Betula utilis,original_Diaz,tree,GIFT
Bhesa paniculata,5356.67,15.705,92.005,14.491,77,0.652,Bhesa paniculata,original_Diaz,tree,GIFT
Bidens andicola var. andicola,1495.6,23.94,47.347,0.17,1.1,0.243,Bidens andicola,original_Diaz,herb,GIFT
Bidens frondosa,1089.7,25.06,35.77,0.527,3.8654,0.16,Bidens frondosa,original_Diaz,herb,GIFT
Bidens tripartita,2289.45,23.545,32.317,0.507,2.4549,0.172,Bidens tripartita,original_Diaz,herb,GIFT
Bischofia javanica,3019,14.731,102.355,21.036,11.1472,0.565,Bischofia javanica,original_Diaz,tree,GIFT
Biscutella laevigata,877.94,30.95,52.657,0.22,4.3149,0.158,Biscutella laevigata,original_Diaz,herb,GIFT
Blackstonia perfoliata,274.57,16.497,41.453,0.25,0.0103,0.188,Blackstonia perfoliata,original_Diaz,herb,GIFT
Blechnum chambersii,174.78,13.9,33.102,0.35,1.00E-05,0.37,Blechnum chambersii,original_Diaz,herb,GIFT
Blechnum discolor,618.49,7.45,79.819,0.809,1.00E-05,0.37,Blechnum discolor,original_Diaz,herb,GIFT
Blepharoneuron tricholepis,48,11,149.254,0.618,0.2366,0.358,Muhlenbergia tricholepis,original_Diaz,herb,GIFT
Blysmus compressus,278.86,22.36,68.213,0.239,0.5327,0.251,Blysmus compressus,original_Diaz,herb,GIFT
Blysmus rufus,45.5,15.09,105.374,0.152,1.0533,0.26,Blysmus rufus,original_Diaz,herb,GIFT
Bombax ceiba,2731.62,18.3,115.473,13.99,47.7477,0.287,Bombax ceiba,original_Diaz,tree,GIFT
Bothriochloa ischaemum,194.8,14.303,42.564,0.36,0.6307,0.23,Bothriochloa ischaemum,original_Diaz,herb,GIFT
Bouteloua aristidoides,314.96,15.916,79.696,0.033,0.2948,0.431,Bouteloua aristidoides,original_Diaz,herb,GIFT
Bouteloua curtipendula,618.62,12.652,60.113,0.568,0.8636,0.428,Bouteloua curtipendula,original_Diaz,herb,GIFT
Brachychiton populneus,1363.95,16.966,118.307,13.116,108.6651,0.36,Brachychiton populneus,original_Diaz,tree,GIFT
Brachypodium distachyon,50.33,16.722,36.534,0.157,2.6642,0.29,Brachypodium distachyon,original_Diaz,herb,GIFT
Brachypodium phoenicoides,797.45,15.416,74.331,0.368,2.8269,0.31,Brachypodium phoenicoides,original_Diaz,herb,GIFT
Brachypodium pinnatum,1241.14,20.754,40.035,0.534,2.7009,0.302,Brachypodium pinnatum,original_Diaz,herb,GIFT
Brachypodium retusum,60.08,12.535,105.726,0.395,2.991,0.437,Brachypodium retusum,original_Diaz,herb,GIFT
Brachypodium sylvaticum,2195.1,21.555,23.118,0.662,1.5549,0.293,Brachypodium sylvaticum,original_Diaz,herb,GIFT
Brassica oleracea,1658.16,48.2,38.195,0.641,3.8173,0.122,Brassica oleracea,original_Diaz,herb,GIFT
Bridelia retusa,9050,19.5,86.356,15,79.4,0.596,Bridelia retusa,original_Diaz,tree,GIFT
Briza media,292.35,17.689,46.233,0.36,0.3711,0.28,Briza media,original_Diaz,herb,GIFT
Bromelia urbaniana,2130,9.163,411.532,0.213,3,0.239,Deinacanthon urbanianum,original_Diaz,herb,GIFT
Bromus arvensis,1085,25.29,55.232,0.479,1.9094,0.242,Bromus arvensis,original_Diaz,herb,GIFT
Bromus catharticus,1105.92,39.485,56.959,0.626,8.2705,0.253,Bromus catharticus,original_Diaz,herb,GIFT
Bromus ciliatus,426.61,12.496,37.833,0.721,3.5325,0.284,Bromus ciliatus,original_Diaz,herb,GIFT
Bromus erectus,482.06,16.272,58.252,0.623,3.9142,0.353,Bromus erectus,original_Diaz,herb,GIFT
Bromus hordeaceus,175.18,25.027,45.608,0.219,2.0545,0.235,Bromus hordeaceus,original_Diaz,herb,GIFT
Bromus inermis,1111.67,20.285,53.64,0.877,2.8865,0.304,Bromus inermis,original_Diaz,herb,GIFT
Bromus lanceolatus,83.34,21.169,36.993,0.353,2.7367,0.243,Bromus lanceolatus,original_Diaz,herb,GIFT
Bromus madritensis,122.5,19.073,32.385,0.183,2.2502,0.228,Bromus madritensis,original_Diaz,herb,GIFT
Bromus ramosus,3510.58,29.9,40.816,1.093,6.7745,0.222,Bromus ramosus,original_Diaz,herb,GIFT
Bromus rigidus,684.85,18.633,46.116,0.482,10.32,0.219,Bromus rigidus,original_Diaz,herb,GIFT
Bromus sterilis,490.07,25.41,30.364,0.553,7.1018,0.349,Bromus sterilis,original_Diaz,herb,GIFT
Bromus tectorum,288.69,21.773,38.993,0.367,3.1465,0.307,Bromus tectorum,original_Diaz,herb,GIFT
Bromus variegatus,154.12,22.79,64.935,0.08,2.58,0.287,Bromus variegatus,original_Diaz,herb,GIFT
Brosimum alicastrum,2913.34,23.267,85.095,35.969,854.3931,0.614,Brosimum alicastrum,original_Diaz,tree,GIFT
Brosimum lactescens,5284.13,20.228,93.037,41.66,611.44,0.612,Brosimum lactescens,original_Diaz,tree,GIFT
Brosimum rubescens,858.84,18.427,74.775,40,615.2811,0.754,Brosimum rubescens,original_Diaz,tree,GIFT
Brosimum utile,5101.93,16.005,107.002,44.306,2265.45,0.486,Brosimum utile,original_Diaz,tree,GIFT
Broussonetia papyrifera,18166.75,31.431,45.445,7.204,1.6097,0.29,Broussonetia papyrifera,original_Diaz,tree,GIFT
Brownea grandiceps,7504.96,20.54,79.808,10,12249.8338,0.69,Brownea grandiceps,original_Diaz,tree,GIFT
Buchanania cochinchinensis,10025,19.9,115.741,15,254.0476,0.423,Buchanania cochinchinensis,original_Diaz,tree,GIFT
Buchanania obovata,15700,12.352,154.059,10,301.4478,0.4,Buchanania obovata,original_Diaz,tree,GIFT
Buchenavia grandis,7047.6,26.651,42.008,13.635,1784.6832,0.759,Terminalia grandis,original_Diaz,tree,GIFT
Buglossoides arvensis,142.5,37.704,42.041,0.238,5.6169,0.177,Buglossoides arvensis,original_Diaz,herb,GIFT
Buglossoides purpurocaerulea,515.38,18.38,27.02,0.437,12.07,0.174,Aegonychon purpurocaeruleum,original_Diaz,herb,GIFT
Bunias orientalis,4577.62,51.6,42.373,0.592,25.3893,0.171,Bunias orientalis,original_Diaz,herb,GIFT
Buphthalmum salicifolium,914,19.731,38.88,0.403,0.4171,0.19,Buphthalmum salicifolium,original_Diaz,herb,GIFT
Bupleurum baldense,32,18.9,62.085,0.067,0.3926,0.268,Bupleurum baldense,original_Diaz,herb,GIFT
Bupleurum falcatum,741.16,16.269,53.222,0.542,2.913,0.239,Bupleurum falcatum,original_Diaz,herb,GIFT
Bupleurum ranunculoides,341.83,20.218,100.813,0.238,1.55,0.263,Bupleurum ranunculoides,original_Diaz,herb,GIFT
Bursera simaruba,942.22,16.16,75.223,23.257,107.85,0.346,Bursera simaruba,original_Diaz,tree,GIFT
Butea monosperma,9691,25.4,140.056,20,1032.679,0.423,Butea monosperma,original_Diaz,tree,GIFT
Buxus sempervirens,134.81,17.568,118.144,2.38,12.908,0.78,Buxus sempervirens,original_Diaz,shrub,GIFT
Byrsonima arthropoda,9845.5,25.52,64.809,35,156.57,0.61,Byrsonima arthropoda,original_Diaz,tree,GIFT
Byrsonima crassifolia,3000,15.85,87.4,10,2.437,0.614,Byrsonima crassifolia,original_Diaz,tree,GIFT
Cabralea canjerana,4439.41,32.584,76.259,35,980,0.692,Cabralea canjerana,original_Diaz,tree,GIFT
Calamagrostis arundinacea,2019.99,20.811,50.132,0.913,0.4617,0.494,Calamagrostis arundinacea,original_Diaz,herb,GIFT
Calamagrostis canescens,557.93,19.6,47.672,1.459,0.0778,0.31,Calamagrostis canescens,original_Diaz,herb,GIFT
Calamagrostis epigejos,1230.83,20.613,64.553,0.658,0.0624,0.299,Calamagrostis epigejos,original_Diaz,herb,GIFT
Calamagrostis varia,1397.51,20.064,39.307,0.616,0.123,0.271,Calamagrostis varia,original_Diaz,herb,GIFT
Calamagrostis villosa,1071.5,24.475,37.929,0.69,0.1,0.259,Calamagrostis villosa,original_Diaz,herb,GIFT
Calla palustris,9351.6,25.675,29.987,0.19,1.7186,0.095,Calla palustris,original_Diaz,herb,GIFT
Callitris columellaris,10.16,11.143,263.471,16.915,6.392,0.579,Callitris columellaris,original_Diaz,tree,GIFT
Calluna vulgaris,1.4,13.16,84.376,0.447,0.0265,0.472,Calluna vulgaris,original_Diaz,shrub,GIFT
Calophyllum brasiliense,3708.6,11.055,91.833,25.421,1856.4684,0.543,Calophyllum brasiliense,original_Diaz,tree,GIFT
Calophyllum longifolium,8234.25,11.153,183.466,35.23,4024.1457,0.546,Calophyllum longifolium,original_Diaz,tree,GIFT
Calophyllum polyanthum,3019,16.4,164.974,21.909,2500,0.43,Calophyllum polyanthum,original_Diaz,tree,GIFT
Caltha palustris,6216.07,34.581,36.243,0.248,1.0116,0.163,Caltha palustris,original_Diaz,herb,GIFT
Calystegia sepium,3285.04,31.56,29.623,1.416,29.2444,0.15,Calystegia sepium,original_Diaz,herb,GIFT
Calystegia silvatica,3092,27.71,43.309,1.952,37.0243,0.211,Calystegia silvatica,original_Diaz,herb,GIFT
Calystegia soldanella,734.5,23.4,64.149,0.249,58.0512,0.159,Calystegia soldanella,original_Diaz,herb,GIFT
Camelina microcarpa,442.25,51.73,50.025,0.37,0.3025,0.169,Camelina microcarpa,original_Diaz,herb,GIFT
Campanula barbata,272.41,19.017,49.9,0.206,0.05,0.212,Campanula barbata,original_Diaz,herb,GIFT
Campanula glomerata,1152.1,27,36.222,0.31,0.1382,0.208,Campanula glomerata,original_Diaz,herb,GIFT
Campanula persicifolia,496.83,20,40.727,0.615,0.0637,0.301,Campanula persicifolia,original_Diaz,herb,GIFT
Campanula rapunculus,565.73,32.847,25.861,0.596,0.0302,0.177,Campanula rapunculus,original_Diaz,herb,GIFT
Campanula rotundifolia,62.67,19.698,44.405,0.227,0.0546,0.388,Campanula rotundifolia,original_Diaz,herb,GIFT
Campanula scheuchzeri,50.97,34.119,59.816,0.17,0.1208,0.219,Campanula scheuchzeri,original_Diaz,herb,GIFT
Campanula sibirica,202.82,17.1,74.872,0.265,0.0594,0.206,Campanula sibirica,original_Diaz,herb,GIFT
Campanula spicata,2383.49,23.751,47.809,0.389,0.06,0.166,Campanula spicata,original_Diaz,herb,GIFT
Campanula trachelium,3601,30.141,25.624,0.654,0.189,0.174,Campanula trachelium,original_Diaz,herb,GIFT
Canarium denticulatum,3861.47,19.5,29.028,30,10100,0.472,Canarium denticulatum,original_Diaz,tree,GIFT
Cannabis sativa,4865.13,32.76,38.481,1.35,13.9479,0.219,Cannabis sativa,original_Diaz,herb,GIFT
Capparidastrum frondosum,7488.72,28.654,80.353,2,102.8628,0.635,Morisonia frondosa,original_Diaz,tree,GIFT
Capparis baducca,3803.45,16.33,55.851,4.708,120,0.48,Capparis rheedei,original_Diaz,tree,GIFT
Capsella bursa-pastoris,511.7,37.567,35.251,0.185,0.1159,0.312,Capsella bursa-pastoris,original_Diaz,herb,GIFT
Cardamine bellidifolia,64.1,46.081,30.807,0.065,0.16,0.168,Cardamine bellidifolia,original_Diaz,herb,GIFT
Cardamine bulbifera,2206.83,36.074,24.77,0.425,2.7,0.172,Cardamine bulbifera,original_Diaz,herb,GIFT
Cardamine enneaphyllos,15414.94,33.2,21.932,0.247,6.38,0.15,Cardamine enneaphyllos,original_Diaz,herb,GIFT
Cardamine heptaphylla,28081.25,51.597,26.055,0.359,6.02,0.164,Cardamine heptaphylla,original_Diaz,herb,GIFT
Cardamine hirsuta,322.02,17.86,35.96,0.121,0.1084,0.157,Cardamine hirsuta,original_Diaz,herb,GIFT
Carduus acanthoides,4651.8,45.26,54.386,0.766,2.1992,0.162,Carduus acanthoides,original_Diaz,herb,GIFT
Carduus defloratus,3453,18.43,78.219,0.453,2.49,0.185,Carduus defloratus,original_Diaz,herb,GIFT
Carduus nutans,4575.78,33.08,59.493,0.632,2.9802,0.16,Carduus nutans,original_Diaz,herb,GIFT
Carex acuta,1947.94,27.37,73.763,0.88,1.25,0.13,Carex acuta,original_Diaz,herb,GIFT
Carex acutiformis,7035,12.8,64.065,0.705,0.8396,0.296,Carex acutiformis,original_Diaz,herb,GIFT
Carex alba,113.81,18.798,41.88,0.137,1.5993,0.307,Carex alba,original_Diaz,herb,GIFT
Carex aquatilis,1350.4,19.744,78.602,0.896,0.4429,0.385,Carex aquatilis,original_Diaz,herb,GIFT
Carex arenaria,395.25,19.22,75.722,0.22,0.8411,0.242,Carex arenaria,original_Diaz,herb,GIFT
Carex atrata,519.29,25.826,54.423,0.22,0.5283,0.27,Carex atrata,original_Diaz,herb,GIFT
Carex atrofusca,116.24,19.37,46.417,0.124,0.49,0.27,Carex atrofusca,original_Diaz,herb,GIFT
Carex bigelowii,418.68,20.175,70.683,0.134,0.5369,0.333,Carex bigelowii,original_Diaz,herb,GIFT
Carex binervis,316,17.13,66.01,0.515,1.4857,0.292,Carex binervis,original_Diaz,herb,GIFT
Carex brizoides,1382.75,26.394,34.818,0.499,0.3073,0.299,Carex brizoides,original_Diaz,herb,GIFT
Carex canescens,372.13,21.686,37.642,0.358,0.3206,0.258,Carex canescens,original_Diaz,herb,GIFT
Carex caryophyllea,205.87,19.954,48.945,0.13,1.0124,0.166,Carex caryophyllea,original_Diaz,herb,GIFT
Carex curvula,77.23,11.879,108.267,0.123,2.0792,0.485,Carex curvula,original_Diaz,herb,GIFT
Carex digitata,469.46,20,34.772,0.204,1.3281,0.279,Carex digitata,original_Diaz,herb,GIFT
Carex elata,2693.25,18.7,72.411,0.848,0.6898,0.305,Carex elata,original_Diaz,herb,GIFT
Carex flacca,585.76,16.444,64.261,0.258,0.8405,0.205,Carex flacca,original_Diaz,herb,GIFT
Carex flava,331,11.295,45.496,0.202,1.0241,0.216,Carex flava,original_Diaz,herb,GIFT
Carex fuscula,613.99,21.082,56.192,0.051,0.6106,0.319,Carex fuscula,original_Diaz,herb,GIFT
Carex geophila,107,13,94.34,0.09,0.67,0.305,Carex geophila,original_Diaz,herb,GIFT
Carex halleriana,243.05,16.696,70.22,0.167,1.8062,0.347,Carex halleriana,original_Diaz,herb,GIFT
Carex hirta,1097.53,21.978,50.75,0.269,2.2252,0.166,Carex hirta,original_Diaz,herb,GIFT
Carex humilis,132.49,15.779,61.452,0.083,1.1837,0.349,Carex humilis,original_Diaz,herb,GIFT
Carex lasiocarpa,811.54,17.677,96.245,0.58,3.7496,0.324,Carex lasiocarpa,original_Diaz,herb,GIFT
Carex meadii,177.26,18.566,78.493,0.245,2.9,0.27,Carex meadii,original_Diaz,herb,GIFT
Carex montana,276.94,16.906,56.959,0.173,0.6723,0.294,Carex montana,original_Diaz,herb,GIFT
Carex nigra,466.86,19.654,44.224,0.165,0.7402,0.316,Carex nigra,original_Diaz,herb,GIFT
Carex pallescens,2168.1,16.647,48.338,0.477,1.0998,0.304,Carex pallescens,original_Diaz,herb,GIFT
Carex panicea,597.03,17.402,50.128,0.275,1.9123,0.298,Carex panicea,original_Diaz,herb,GIFT
Carex paniculata,3774.24,23.2,60.521,0.656,0.8373,0.265,Carex paniculata,original_Diaz,herb,GIFT
Carex pilulifera,266.34,24.704,43.889,0.185,1.1263,0.285,Carex pilulifera,original_Diaz,herb,GIFT
Carex remota,301.53,16.347,36.339,0.433,0.3999,0.2,Carex remota,original_Diaz,herb,GIFT
Carex riparia,11755.51,18.293,75.417,0.936,2.074,0.287,Carex riparia,original_Diaz,herb,GIFT
Carex rostrata,1698.77,19.268,65.32,0.469,1.034,0.214,Carex rostrata,original_Diaz,herb,GIFT
Carex saxatilis,315.57,28.977,87.451,0.167,0.6812,0.295,Carex saxatilis,original_Diaz,herb,GIFT
Carex sempervirens,344.32,16.463,78.183,0.206,0.896,0.32,Carex sempervirens,original_Diaz,herb,GIFT
Carex sylvatica,677,21.8,38.318,0.451,1.5489,0.266,Carex sylvatica,original_Diaz,herb,GIFT
Carex umbrosa,394.69,14.41,45.824,0.299,0.4733,0.294,Carex umbrosa,original_Diaz,herb,GIFT
Carex vaginata,356.18,17.603,46.471,0.516,1.9013,0.308,Carex vaginata,original_Diaz,herb,GIFT
Carex vesicaria,1222,19.2,60.821,0.588,0.9443,0.287,Carex vesicaria,original_Diaz,herb,GIFT
Carex vulpinoidea,509.67,27.53,54.282,0.352,0.7867,0.279,Carex vulpinoidea,original_Diaz,herb,GIFT
Carlina acaulis,3989,18.34,89.488,0.142,3.6645,0.185,Carlina acaulis,original_Diaz,herb,GIFT
Carlina vulgaris,308.82,15.78,63.369,0.295,1.4433,0.11,Carlina vulgaris,original_Diaz,herb,GIFT
Carpinus betulus,2191.45,21.134,51.024,16.718,36.46,0.628,Carpinus betulus,original_Diaz,tree,GIFT
Carpinus caroliniana,1272.95,19.669,36.463,8.909,19.9957,0.72,Carpinus caroliniana,original_Diaz,tree,GIFT
Carpinus cordata,9500,33.18,62.814,16,8,0.675,Carpinus cordata,original_Diaz,tree,GIFT
Carum carvi,1254.93,29.027,45.045,0.438,2.191,0.21,Carum carvi,original_Diaz,herb,GIFT
Carya alba,4712,15.912,65.773,23.845,5264.226,0.73,Carya alba,original_Diaz,tree,GIFT
Carya glabra,20323.71,16.982,67.573,20.84,3129.1216,0.76,Carya glabra,original_Diaz,tree,GIFT
Carya ovata,6186.04,17.996,74.512,26.876,4460.8685,0.73,Carya ovata,original_Diaz,tree,GIFT
Caryocar glabrum,3309.58,15.69,76.525,50,6900,0.671,Caryocar glabrum,original_Diaz,tree,GIFT
Casearia aculeata,1855.27,26.77,58.671,10.718,8.0869,0.68,Casearia aculeata,original_Diaz,tree,GIFT
Casearia arborea,4110.34,22.746,48.512,18.677,1.6497,0.583,Casearia arborea,original_Diaz,tree,GIFT
Casearia commersoniana,7309.07,22.179,65.859,11.57,23.18,0.615,Piparea dentata,original_Diaz,tree,GIFT
Casearia decandra,1305.86,30.74,68.773,20,102.63,0.654,Casearia decandra,original_Diaz,tree,GIFT
Casearia guianensis,5342.39,21.7,40.117,10.157,4.55,0.707,Casearia guianensis,original_Diaz,tree,GIFT
Casearia javitensis,6583.42,18.04,76.157,15,37.327,0.743,Piparea multiflora,original_Diaz,tree,GIFT
Casearia sylvestris,4591.92,23.168,72.339,9.848,2.5627,0.708,Casearia sylvestris,original_Diaz,tree,GIFT
Cassipourea guianensis,2575.62,25.111,79.242,20.362,5.35,0.737,Cassipourea guianensis,original_Diaz,tree,GIFT
Castanea dentata,9604,21.997,58.263,34.01,3706.7327,0.497,Castanea dentata,original_Diaz,tree,GIFT
Castanea sativa,7033.85,21.609,75.495,27.117,3488.8615,0.568,Castanea sativa,original_Diaz,tree,GIFT
Castanopsis chinensis,3000,14.887,57.902,20,400,0.62,Castanopsis chinensis,original_Diaz,tree,GIFT
Castanopsis fissa,3000,15.138,71.5,20,1085.2916,0.455,Castanopsis fissa,original_Diaz,tree,GIFT
Castilla elastica,25479.75,25.474,61.378,30,271.6214,0.316,Castilla elastica,original_Diaz,tree,GIFT
Castilleja austromontana,160,23.22,61.728,0.34,0.18,0.327,Castilleja nelsonii,original_Diaz,herb,GIFT
Castilleja integra,130,17.2,69.93,0.16,0.07,0.222,Castilleja integra,original_Diaz,herb,GIFT
Casuarina equisetifolia,11,16.038,361.011,21.193,2.6853,0.796,Casuarina equisetifolia,original_Diaz,tree,GIFT
Catalpa speciosa,13590.78,21.376,80.645,23.418,19.753,0.38,Catalpa speciosa,original_Diaz,tree,GIFT
Catananche caerulea,485,20.3,64.674,0.453,3.28,0.171,Catananche caerulea,original_Diaz,herb,GIFT
Catapodium rigidum,29.28,16.864,42.054,0.094,0.1972,0.264,Catapodium rigidum,original_Diaz,herb,GIFT
Catostemma fragrans,8144.09,21.432,95.507,18.682,25584.0111,0.568,Catostemma fragrans,original_Diaz,tree,GIFT
Caulophyllum thalictroides,3144.95,39.576,23.445,0.506,191.8566,0.208,Caulophyllum thalictroides,original_Diaz,herb,GIFT
Ceanothus crassifolius,199.07,13.52,416.573,3.412,9.7976,0.627,Ceanothus crassifolius,original_Diaz,shrub,GIFT
Ceanothus cuneatus,106.31,15.855,216.82,3.719,7.4397,0.695,Ceanothus cuneatus,original_Diaz,shrub,GIFT
Ceanothus fendleri,100,30.22,71.942,0.16,3.01,0.511,Ceanothus fendleri,original_Diaz,shrub,GIFT
Ceanothus oliganthus,258.62,19.731,123.003,4.15,4.2908,0.665,Ceanothus oliganthus,original_Diaz,shrub,GIFT
Ceanothus spinosus,405.51,17.6,145.941,4.575,9.0852,0.606,Ceanothus spinosus,original_Diaz,tree,GIFT
Cecropia ficifolia,21261.82,19.953,68.894,7.071,0.58,0.26,Cecropia ficifolia,original_Diaz,tree,GIFT
Cecropia insignis,28272.54,25.295,124.252,34.991,0.5593,0.35,Cecropia insignis,original_Diaz,tree,GIFT
Cecropia longipes,100810.97,28.261,64.3,17.007,0.7,0.26,Cecropia longipes,original_Diaz,tree,GIFT
Cecropia obtusa,74004.03,19.3,113.832,25.899,0.1155,0.309,Cecropia obtusa,original_Diaz,tree,GIFT
Cecropia obtusifolia,20636.62,27.634,72.109,25.813,0.681,0.281,Cecropia obtusifolia,original_Diaz,tree,GIFT
Cecropia peltata,10409.35,17.877,62.192,5.981,0.5797,0.302,Cecropia peltata,original_Diaz,tree,GIFT
Cecropia sciadophylla,32425.92,24.989,40.667,30,1.6,0.388,Cecropia sciadophylla,original_Diaz,tree,GIFT
Cedrela odorata,4663.87,26.911,45.477,29.456,15.7192,0.435,Cedrela odorata,original_Diaz,tree,GIFT
Cedrus deodara,27.64,14.92,162.221,39.998,114.984,0.59,Cedrus deodara,original_Diaz,tree,GIFT
Ceiba pentandra,2269.9,17.135,121.992,34.825,47.6875,0.38,Ceiba pentandra,original_Diaz,tree,GIFT
Ceiba speciosa,3874.18,30,52.697,4.743,129.3197,0.318,Ceiba speciosa,original_Diaz,tree,GIFT
Celtis africana,5030.41,34.091,51.473,32.404,45.5186,0.605,Celtis africana,original_Diaz,tree,GIFT
Celtis australis,675,26.5,51.068,23.208,182.6421,0.611,Celtis australis,original_Diaz,tree,GIFT
Celtis iguanaea,757.93,39.651,70.051,6.124,40.9867,0.666,Celtis iguanaea,original_Diaz,tree,GIFT
Celtis occidentalis,4800,25.35,82.328,21.767,87.1522,0.49,Celtis occidentalis,original_Diaz,tree,GIFT
Celtis pallida,220.52,33.875,100.473,2.443,33.7134,0.65,Celtis pallida,original_Diaz,shrub,GIFT
